radicado,tipo_registro,case_type,situacion,terminado,ubicacion_interna,etapa,tramite_pendiente,encargado,tipo_proceso,ultimo_auto,status
"11001310305120250043300","civil","civil_ordinario","activo","no","Activo","sin_dato","sin_dato","Diego","Procesos De Protección De Derecho Al Consumidor","","received"
"11001310305120250043500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Petición","","received"
"11001310305120250043600","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Procesos De Protección De Derecho Al Consumidor","","archived"
"11001310305120250043700","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | Estado;PendienteArchivar","Diego","Ejecutivos","","archived"
"11001310305120250043800","civil","civil_ordinario","activo","no","Emplazamiento","Para ingresar al despacho","Planner: Emplazamientos | En curso | Para Emplazamiento;Para Ingresar al Despacho","Francesa","Declarativos Verbal Pertenencia","","received"
"11001310305120250043900","civil","civil_ejecutivo","activo","no","Oficios pendientes de firma","sin_dato","Planner: Oficios Pendientes de firma | En curso","Diego","Ejecutivos","Auto Suspension Proceso_01Cuaderno Principal (2026-06-10)","received"
"11001310305120250044000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Petición Consagrado En El Artículo","","received"
"11001310305120250044100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250044200","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Declarativos Verbal Pertenencia","","archived"
"11001310305120250044300","civil","civil_insolvencia","activo","no","Entradas Abril 2026","En trámite — entrada/estado","Planner: Entradas Abril 2026 | En curso | Despacho Diego","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250044400","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Ejecutivos","","archived"
"11001310305120250044500","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Diego","Otros Procesos / Restitución De Inmuble","","archived"
"11001310305120250044700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250044800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250044900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250045000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250045100","civil","civil_ejecutivo","activo","no","Liquidar costas","Liquidación de costas","Planner: Liquidación de Costas | En curso | Para Ingresar al Despacho;Liq. Costas","Francesa","Ejecutivos","","received"
"11001310305120250045200","civil","civil_ejecutivo","activo","no","Oficios — Giovanny","sin_dato","Planner: Oficios Giovanny | En curso | Pendiente Oficios","Diego","Ejecutivos","Auto ObligacionDianRequiere317_01Principal (2 de 2) (2026-06-10)","received"
"11001310305120250045400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Seguridad Social","","received"
"11001310305120250045500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250045600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250045700","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Responsabilidad Civil Contractual","","archived"
"11001310305120250045800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250045900","civil","civil_insolvencia","activo","no","Despacho Entradas Febrero 2026","En trámite — entrada/estado","Planner: Despacho Entradas Febrero 2026 | En curso | Despacho Diego","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250046000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250046100","civil","civil_ordinario","activo","no","Oficios — Giovanny","Para ingresar al despacho","Planner: Oficios Giovanny | En curso | Para Ingresar al Despacho","Francesa","Declarativos Especiales Divisorio","Auto Requiere317 (2026-05-20)","received"
"11001310305120250046200","civil","civil_ordinario","activo","no","Oficios — Paola","Para ingresar al despacho","Planner: Oficios Paola | En curso | Para Ingresar al Despacho","Diego","Declarativos Especiales Expropiación","Auto Ordena Remitir Oficio (2026-05-20)","received"
"11001310305120250046300","civil","civil_ejecutivo","activo","no","Estado 23","En trámite — entrada/estado","Planner: Estado 23 | En curso | Estado","Francesa","Ejecutivos Con Garantía Real","Auto Resuelve Recurso-No Repone (2026-04-14)","received"
"11001310305120250046400","civil","civil_ejecutivo","activo","no","Letra","sin_dato","Planner: Letra | En curso | Letra","Diego","Ejecutivos","","received"
"11001310305120250046600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho A La Salud","","received"
"11001310305120250046700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho A La Salud","","received"
"11001310305120250046800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250046900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250047100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho A La Salud","","received"
"11001310305120250047200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250047300","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Responsabilidad Medica","","archived"
"11001310305120250047400","civil","civil_ordinario","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Diego","Diego","Declarativos - Verbal-Impugnación De Actas De Asambleas, Juntas Directivas O De Socios.","Auto Rechaza Demanda Caducidad (2026-05-20)","received"
"11001310305120250047500","civil","civil_otros","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Fran","Francesa","Otros Procesos / Restitución De Inmuble","","received"
"11001310305120250047600","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Ejecutivos","","archived"
"11001310305120250047700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250047800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250047900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250048000","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Otros Procesos / Otros Procesos","","archived"
"11001310305120250048100","civil","civil_insolvencia","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Fran","Francesa","Insolvencia De La Persona Natural","Auto Reconoce Personeria-Requiere Liquidaro-Pago.pdf (2026-05-26)","received"
"11001310305120250048200","civil","civil_ejecutivo","activo","no","Oficios — Paola","Liquidación de costas","Planner: Oficios Paola | En curso | Pendiente Oficios;Liq. Costas","Diego","Ejecutivos","Auto SeguirEjecucion_01Principal (2 de 2) (2026-06-10)","received"
"11001310305120250048300","civil","civil_insolvencia","activo","no","Pendiente ejecución de sentencia","Para enviar a ejecución","Planner: Para Ejecución de Sentencias | En curso | Para Enviar a Ejecución","Francesa","Insolvencia De La Persona Natural","Auto Resuelve Objeciones (2026-05-20)","received"
"11001310305120250048400","civil","civil_ejecutivo","activo","no","Liquidar costas","Liquidación de costas","Planner: Liquidación de Costas | En curso | Liq. Costas","Diego","Ejecutivos","Auto OrdenaSeguirEjecucion_01Principal (2 de 3) (2026-06-17)","received"
"11001310305120250048500","civil","civil_ordinario","activo","no","Para rechazar demanda","sin_dato","Planner: Despacho para Rechazar | En curso","Francesa","Responsabilidad Civil Extracontractual","Auto Obedezcase Cumplase-Inadmite-Cuaderno Principal (2026-06-10)","received"
"11001310305120250048600","civil","civil_ordinario","activo","no","Entradas Abril 2026","En trámite — entrada/estado","Planner: Entradas Abril 2026 | En curso | Despacho Diego","Diego","Declarativos Verbal Pertenencia","","received"
"11001310305120250048700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250048800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Libertad","","received"
"11001310305120250048900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250049000","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Otros Procesos / Otros Procesos","","archived"
"11001310305120250049100","civil","civil_ejecutivo","activo","no","Términos corriendo","Para ingresar al despacho","Planner: Términos | En curso | Para Ingresar al Despacho","Diego","Ejecutivos Con Garantía Real","Auto Suspende Proceso-Insolvencia (2026-05-20)","admitted"
"11001310305120250049200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250049300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250049400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250049500","civil","civil_ejecutivo","activo","no","Letra","sin_dato","Planner: Letra | En curso | Letra","Francesa","Ejecutivos","","received"
"11001310305120250049700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Seguridad Social","","received"
"11001310305120250049800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250049900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","1. Mover tarjeta → bucket **Términos** (plan Procesos Juzgado 51 Ccto). 2. Etiqueta **Términos**. Due = vencimiento del término (días hábiles). 3. Correr término de 30 días hábiles art. 317 CGP. Si venció sin cumplir la carga → informe ingreso a despacho (desistimiento tácito num. 1 u otra consecuencia según el auto). En declarativo: verificar numeral citado antes de aplicar perención.","Diego","Mínimo Vital","Auto Requiere Art 317C.G.P. (2026-06-03)","received"
"11001310305120250050000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Seguridad Social","","received"
"11001310305120250050100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250050200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho A La Salud","","received"
"11001310305120250050300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250050400","civil","civil_otros","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Fran","Francesa","Otros Procesos / Otros Procesos","","received"
"11001310305120250050500","civil","civil_ejecutivo","activo","no","Letra","sin_dato","Planner: Letra | En curso | Letra","Diego","Ejecutivos","","received"
"11001310305120250050600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Seguridad Social","","received"
"11001310305120250050700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250050800","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Declarativos Verbal Pertenencia","","archived"
"11001310305120250050900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250051000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250051100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250051200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250051300","civil","civil_insolvencia","activo","no","Entradas Abril 2026","En trámite — entrada/estado","Planner: Entradas Abril 2026 | En curso | Despacho Diego","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250051400","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Responsabilidad Civil Extracontractual","","archived"
"11001310305120250051500","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para remitir a otro Despacho | Completado | PendienteArchivar","Diego","Otros Procesos / Otros Procesos","","archived"
"11001310305120250051600","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Ejecutivos","","archived"
"11001310305120250051700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250051800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250051900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250052000","civil","civil_insolvencia","activo","no","Letra","Para ingresar al despacho","Planner: Letra | En curso | Para Ingresar al Despacho","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250052100","civil","civil_otros","activo","no","Emplazamiento","sin_dato","Planner: Emplazamientos | En curso | Para Emplazamiento","Francesa","Otros Procesos / Nulidad De Contrato","","received"
"11001310305120250052200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250052300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250052400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250052500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250052600","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Ejecutivos","","archived"
"11001310305120250052700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250052800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250052900","civil","civil_ordinario","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Fran","Francesa","Declarativos Verbal Pertenencia","Auto Designa Curador-Requiere317 (2026-05-12)","received"
"11001310305120250053100","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | Estado","Francesa","Ejecutivos","","archived"
"11001310305120250053200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho A La Salud","","received"
"11001310305120250053300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Habeas Data","","received"
"11001310305120250053400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250053500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250053600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250053700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250053800","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | Estado","Diego","Procesos De Protección De Derecho Al Consumidor","","archived"
"11001310305120250053900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250054000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Seguridad Social","","received"
"11001310305120250054100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250054200","civil","civil_ejecutivo","activo","no","Estado 22","Para ingresar al despacho","Planner: Estado 22 | En curso | Estado;Para Ingresar al Despacho","Francesa","Ejecutivos","","received"
"11001310305120250054300","civil","civil_insolvencia","activo","no","Despacho Entradas Mayo 2026","En trámite — entrada/estado","Planner: Despacho Entradas Mayo 2026 | En curso | Despacho Diego","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250054400","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Ejecutivos","Auto Reconoce Personeria YOtros (2026-04-07)","archived"
"11001310305120250054500","civil","civil_ordinario","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Diego","Diego","Responsabilidad Civil Extracontractual","Auto AdmiteDemanda RCE (2026-04-14)","received"
"11001310305120250054600","civil","civil_ejecutivo","activo","no","Estado 22","En trámite — entrada/estado","Planner: Estado 22 | En curso | Estado","Francesa","Ejecutivos","","received"
"11001310305120250054700","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Oficios Pendientes de firma | Completado | PendienteArchivar","Diego","Responsabilidad Civil Contractual","","archived"
"11001310305120250054800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250054900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250055000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250055100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250055200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250055300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250055400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250055500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250055600","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Declarativos Verbal Pertenencia","","archived"
"11001310305120250055700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250055800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250055900","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Ejecutivos","Auto Rechaza Demanda (2026-05-20)","archived"
"11001310305120250056000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250056100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250056200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250056300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250056400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Mínimo Vital","","received"
"11001310305120250056500","civil","civil_insolvencia","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Insolvencia De La Persona Natural","","archived"
"11001310305120250056600","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Otros Procesos / Otros Procesos","","archived"
"11001310305120250056800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250056900","civil","civil_ejecutivo","activo","no","Proyectados para revisión","sin_dato","Planner: Proyectados para revisión | En curso | Auto Proyectado;Despacho Fran","Francesa","Ejecutivos","","received"
"11001310305120250057000","civil","civil_ordinario","activo","no","Despacho Entradas Julio 2026","Términos corriendo","Planner: Despacho Entradas Julio 2026 | En curso | Términos;Despacho Diego","Diego","Responsabilidad Civil Extracontractual","Auto Requiere317_01Cuaderno Principal (2026-06-03)","received"
"11001310305120250057100","civil","civil_ejecutivo","activo","no","Proyectados para revisión","sin_dato","Planner: Proyectados para revisión | En curso | Auto Proyectado;Despacho Fran","Francesa","Ejecutivos","Auto Requiere317 (2026-06-03)","received"
"11001310305120250057200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250057300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250057400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250057500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250057600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250057700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250057800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250057900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Mínimo Vital","","received"
"11001310305120250058000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250058100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250058200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250058300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250058400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250058500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250058600","civil","civil_ordinario","activo","no","Entradas Abril 2026","En trámite — entrada/estado","Planner: Entradas Abril 2026 | En curso | Despacho Diego","Diego","Declarativos Especiales Divisorio","","received"
"11001310305120250058700","civil","civil_ejecutivo","activo","no","Estado 23","En trámite — entrada/estado","Planner: Estado 23 | En curso | Estado","Francesa","Ejecutivos","","received"
"11001310305120250058800","civil","civil_insolvencia","activo","no","Despacho Entradas Mayo 2026","En trámite — entrada/estado","Planner: Despacho Entradas Mayo 2026 | En curso | Despacho Diego","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250058900","civil","civil_jurisdiccion_voluntaria","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Procesos De Jurisdicción Voluntaria","","archived"
"11001310305120250059000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250059100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250059200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250059300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250059400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250059500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250059600","civil","civil_ordinario","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Diego","Diego","Procesos De Protección De Derecho Al Consumidor","Auto Rechaza Demanda_01Principal (2026-06-10)","received"
"11001310305120250059700","civil","civil_ejecutivo","activo","no","Letra","sin_dato","Planner: Letra | En curso | Letra","Francesa","Ejecutivos","","received"
"11001310305120250059800","civil","civil_otros","activo","no","Estado 19","En trámite — entrada/estado","Planner: Estado 19 | En curso | Estado","Diego","Otros Procesos","Auto Rechaza Demanda_01Principal (2026-06-10)","received"
"11001310305120250059900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250060000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250060100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250060300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Seguridad Social","","received"
"11001310305120250060400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250060600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250060700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250060800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250060900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120260000100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120260000200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120260000300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120260000400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","1. Mover → bucket **Liquidación de Costas**. 2. Etiqueta **Liq. Costas**. Start = día de asignación; Due = 10 días hábiles. 3. Elaborar liquidación de costas o correr traslado si el auto lo ordenó (art. 365 CGP). Verificar ejecutoria del fallo si aplica. Si el auto ordenó seguir adelante la ejecución (art. 440), este es el paso 1; cuando aprueben costas → Para Ejecución de Sentencias.","Francesa","Acción de tutela","Auto Termina317 (2026-05-13)","received"
"11001310305120260000500","civil","civil_insolvencia","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Insolvencia De La Persona Natural","","archived"
"11001310305120260000800","civil","civil_ejecutivo","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Diego","Diego","Ejecutivos","Auto Requiere Demandante_01Principal (2026-06-10)","received"
"11001310305120260000900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Seguridad Social","","received"
"11001310305120260001000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120260001100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
